codigo,descripcion,uvr1,uvr2,uvr3,valor_facturar_nivel1,valor_facturar_nivel2,valor_facturar_nivel3,anestesia_nivel1,anestesia_nivel2,anestesia_nivel3
49492,"Reparación de hernia inguinal inicial, infante pretermito (menos de 37 semanas de gestación al nacimiento), realizado desde el nacimiento hasta las 50 semanas post concepción, con o sin hidrocelectomia, incarcerada o estrangulada.",14.2,,6,211.86399999999998,227.626,250.488,65.448,72.72,80.03999999999999
49495,"Reparación de hernia inguinal inicial,  niños a término, menores de 6 meses, o pretermito mayores de 50 semanas post concepción y menos de 6 meses al momento de la cirugía, con o sin hidrocelectomia, reducible ",13.7,,5,204.404,219.611,241.668,54.54,60.599999999999994,66.7
49496,"Reparación de hernia inguinal inicial,  niños a término, menores de 6 meses, o pretermito mayores de 50 semanas post concepción y menos de 6 meses al momento de la cirugía, con o sin hidrocelectomia, incarcerada o estrangulada",17.3,,5,258.116,277.319,305.172,54.54,60.599999999999994,66.7
49500,"Reparo de hernia inguinal, inicial de 6 meses a menos de 5 años, con o sin hidroselectomia; reducible",10.4,,5,155.168,166.71200000000002,183.45600000000002,54.54,60.599999999999994,66.7
49501,"Reparo de hernia inguinal, inicial de 6 meses a menos de 5 años, con o sin hidroselectomia; incarcerada o estrangulada",14,,5,208.88,224.42000000000002,246.96,54.54,60.599999999999994,66.7
49505,"Reparo de hernia inguinal inicial, de 5 años o más, reducible",9.8,,4,146.216,157.09400000000002,172.872,43.632,48.48,53.36
49507,"Reparo de hernia inguinal inicial, de 5 años o más, incarcerada o estrangulada",13,,4,193.96,208.39000000000001,229.32,43.632,48.48,53.36
49520,"Reparación de hernia inguinal recurrente, cualquier edad, reducible",12.7,,4,189.48399999999998,203.581,224.028,43.632,48.48,53.36
49521,"Reparación de hernia inguinal recurrente, cualquier edad, incarcerada o estrangulada",15.9,,4,237.228,254.87700000000004,280.476,43.632,48.48,53.36
49525,"Reparación de hernia inguinal por deslizamiento, cualquier edad",10.4,,4,155.168,166.71200000000002,183.45600000000002,43.632,48.48,53.36
49540,Reparo de hernia lumbar.,11.8,,6,176.056,189.15400000000002,208.15200000000002,65.448,72.72,80.03999999999999
49550,"Reparo de hernia femoral , inicial, cualquier edad, reducible",10.2,,4,152.184,163.506,179.928,43.632,48.48,53.36
49553,"Reparo de hernia femoral , inicial, cualquier edad, incarcerada o estrangulada",13.5,,4,201.42,216.40500000000003,238.14000000000001,43.632,48.48,53.36
49555,"Reparo de hernia femoral , reducible",12.1,,4,180.53199999999998,193.963,213.444,43.632,48.48,53.36
49557,"Reparo de hernia femoral , incarcerada o estrangulada",15.3,,4,228.276,245.25900000000004,269.892,43.632,48.48,53.36
49560,"Reparo de hernia incisional, inicial, reducible.",13.2,,6,196.944,211.596,232.84799999999998,65.448,72.72,80.03999999999999
49561,Reparo de hernia incarcerada o estrangulada,16.4,,7,244.688,262.892,289.296,76.356,84.83999999999999,93.38
49565,"Reparación de hernia incisional recurrente, reducible",15,,6,223.8,240.45000000000002,264.6,65.448,72.72,80.03999999999999
49566,Reparación de hernia incarcerada o estrangulada,18.2,,7,271.544,291.746,321.048,76.356,84.83999999999999,93.38
49568,"Implantación de malla u otra prótesis para reparación de hernia incisional o ventral, o malla para cierre de debridamiento para remoción de tejido necrótico infectado. (anote separadamente en adición al código del procedimiento primario)",2,,0,29.84,32.06,35.28,0.0,0.0,0.0
49570,"Reparo de hernia epigástrica, reducible, (procedimiento separado).",4.6,,4,68.63199999999999,73.738,81.14399999999999,43.632,48.48,53.36
49572,"Reparo de hernia epigástrica, incarcerada o estrangulada",7.8,,4,116.37599999999999,125.034,137.592,43.632,48.48,53.36
49580,"Reparación de hernia umbilical, menores de 5 años, reducible.",8.1,,4,120.85199999999999,129.843,142.884,43.632,48.48,53.36
49582,"Reparación de hernia umbilical, menores de 5 años, incarcerada o estrangulada",11.3,,4,168.596,181.13900000000004,199.33200000000002,43.632,48.48,53.36
49585,"Reparo de hernia umbilical, edad 5 años o más, reducible",9.2,,4,137.26399999999998,147.476,162.28799999999998,43.632,48.48,53.36
49587,"Reparo de hernia umbilical, edad 5 años o más, incarcerada o estrangulada",12.4,,4,185.008,198.77200000000002,218.73600000000002,43.632,48.48,53.36
49590,Reparo de hernia spigeliana.,10.4,,4,155.168,166.71200000000002,183.45600000000002,43.632,48.48,53.36
49600,Reparo de onfalocele pequeño con cierre primario.,12.1,,7,180.53199999999998,193.963,213.444,76.356,84.83999999999999,93.38
49605,Reparo de onfalocele grande o gastroquisis con o sin prótesis.,29.9,,7,446.108,479.297,527.436,76.356,84.83999999999999,93.38
49606,Reparo de onfalocele grande o gastroquisis con o sin prótesis. Con cierre escalonado con prótesis y reducción en la sala de  operaciones,24.2,,7,361.06399999999996,387.926,426.888,76.356,84.83999999999999,93.38
49610,"Reparación de onfalocele, primer estadio. (tipo gross).",13.2,,7,196.944,211.596,232.84799999999998,76.356,84.83999999999999,93.38
49611,Reparación de onfalocele. Segundo estadio.,13.2,,7,196.944,211.596,232.84799999999998,76.356,84.83999999999999,93.38
49650,Laparoscopia quirúrgica para reparo de hernia inguinal inicial. ,11.1,,6,165.612,177.933,195.804,65.448,72.72,80.03999999999999
49651,Laparoscopia quirúrgica para  reparo de hernia inguinal recurrente. ,13.7,,6,204.404,219.611,241.668,65.448,72.72,80.03999999999999
49652,"Reparo laparoscópico de hernia ventral, umbilical, espigelian o epigástrica que es reducible (incluye la inserción de malla)",11.9,,6,177.548,190.75700000000003,209.91600000000003,65.448,72.72,80.03999999999999
49653,"Reparo laparoscópico de hernia ventral, umbilical, espigelian o epigástrica que es incarcelada o estrangulada",14.9,,6,222.308,238.84700000000004,262.836,65.448,72.72,80.03999999999999
49654,Reparo laparoscópico de hernia incisional que es reducible (incluye la inserción de malla),13.7,,6,204.404,219.611,241.668,65.448,72.72,80.03999999999999
49655,Reparo laparoscópico de hernia incisional que es incarcelada o estrangulada (incluye la inserción de malla),16.5,,6,246.18,264.495,291.06,65.448,72.72,80.03999999999999
49656,Reparo laparoscópico de hernia incisional recurrente que es reducible (incluye la inserción de malla),13.8,,6,205.89600000000002,221.21400000000003,243.43200000000002,65.448,72.72,80.03999999999999
49657,Reparo laparoscópico de hernia incisional recurrente que es incarcelada o estrangulada (incluye la inserción de malla),19.9,,6,296.90799999999996,318.997,351.036,65.448,72.72,80.03999999999999
49659,"Procedimientos laparoscópicos no listados, hernioplastia, herniorrafia, herniotomia. ",0,,6,0.0,0.0,0.0,65.448,72.72,80.03999999999999
49900,Sutura secundaria de pared abdominal por evisceración o dehiscencia.,7.4,,6,110.408,118.62200000000001,130.536,65.448,72.72,80.03999999999999
49904,"Flap de omento, extraabdominal, (ej. Para reconstrucción del esternón y defectos de la pared torácica)",15.4,,13,229.768,246.86200000000002,271.656,141.804,157.56,173.42
49905,Flap de omento intraabdominal  (para reconstrucción de defectos de pared torácica esternal). (anote separadamente en adición al código del procedimiento primario),12.6,,0,187.992,201.978,222.264,0.0,0.0,0.0
49906,Colgajo libre de omento con anastomosis microvascular,32,,7,477.44,512.96,564.48,76.356,84.83999999999999,93.38
49999,Procedimientos no listados de abdomen peritoneo y omento,CM (criterio medico)  ,,7,,,,76.356,84.83999999999999,93.38
50010,"Exploración renal, sin otro procedimiento específico.",15,,7,223.8,240.45000000000002,264.6,76.356,84.83999999999999,93.38
50020,"Drenaje de absceso renal o perirrenal, abierto. ",13.5,,7,201.42,216.40500000000003,238.14000000000001,76.356,84.83999999999999,93.38
50021,"Drenaje de absceso renal o perirrenal, percutáneo",5,,6,74.6,80.15,88.2,65.448,72.72,80.03999999999999
50040,"Nefrostomia, nefrotomia con drenaje.",18,,7,268.56,288.54,317.52,76.356,84.83999999999999,93.38
50045,"Nefrotomia, con exploración.",18,,7,268.56,288.54,317.52,76.356,84.83999999999999,93.38
50060,"Nefrolitotomia, extracción del cálculo.",20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50065,Reintervencion por cálculo.,25,,7,373.0,400.75,441.0,76.356,84.83999999999999,93.38
50070,Complicada por anomalía renal congénita.,25,,7,373.0,400.75,441.0,76.356,84.83999999999999,93.38
50075,Calculo coraliforme (incluye pielolitotomia anatrofica).,26,,7,387.92,416.78000000000003,458.64,76.356,84.83999999999999,93.38
50080,"Nefrostolitotomia o pielostolitotomia percutánea con o sin dilatación, endoscopia, litotripsia con canasta de extracción; hasta 2 cm",20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50081,"Nefrostolitotomia o pielostolitotomia percutánea con o sin dilatación, endoscopia, litotripsia con canasta de extracción, sobre los 2 cm",23,,7,343.16,368.69000000000005,405.72,76.356,84.83999999999999,93.38
50100,Sección o reubicación de vasos renales aberrantes (procedimientos separados).,16.3,,15,243.196,261.28900000000004,287.53200000000004,163.62,181.79999999999998,200.1
50120,Pielotomia; con exploración.,19,,7,283.48,304.57000000000005,335.16,76.356,84.83999999999999,93.38
50125,"Pielotomia, con drenaje, pielostomia.",19,,7,283.48,304.57000000000005,335.16,76.356,84.83999999999999,93.38
50130,"Pielotomia, con extracción de cálculo (pielolitotomia, pelviolitotomia,  incluyendo litotomía con coagulo).",20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50135,"Pielotomia, complicada (ej. Reintervencion, anomalía renal congénita).",25,,7,373.0,400.75,441.0,76.356,84.83999999999999,93.38
50200,"Biopsia renal, percutánea; con trocar o aguja.",2.8,,6,41.775999999999996,44.884,49.391999999999996,65.448,72.72,80.03999999999999
50205,"Biopsia renal, percutánea; con exposición quirúrgica del riñón. (a cielo abierto)",9.6,,7,143.232,153.888,169.344,76.356,84.83999999999999,93.38
50220,"Nefrectomía, incluyendo ureterectomia parcial, cualquier vía de acceso incluyendo resección de costilla.",21,,7,313.32,336.63,370.44,76.356,84.83999999999999,93.38
50225,Nefrectomía; complicada por reintervencion en el mismo riñón.,23.7,,7,353.604,379.911,418.068,76.356,84.83999999999999,93.38
50230,"Nefrectomía; radical, con linfadenectomia regional y/o trombectomia de vena  cava.",32.5,,7,484.9,520.975,573.3000000000001,76.356,84.83999999999999,93.38
50234,"Nefrectomía con ureterectomia total y segmento vesical, por una misma incisión.",24,,7,358.08,384.72,423.36,76.356,84.83999999999999,93.38
50236,Nefrectomía con ureterectomia total y segmento vesical; a través de una incisión separada.,28,,7,417.76,448.84000000000003,493.92,76.356,84.83999999999999,93.38
50240,Nefrectomía parcial,24,,7,358.08,384.72,423.36,76.356,84.83999999999999,93.38
50250,Ablación abierta de una o más masas renales crioquirurgica incluido ultrasonido intraoperatorio si se realiza,22.1,,7,329.732,354.26300000000003,389.84400000000005,76.356,84.83999999999999,93.38
50280,Escisión o marsupializacion de quiste (s).,16,,7,238.72,256.48,282.24,76.356,84.83999999999999,93.38
50290,Escisión de quiste perirenal.,16,,6,238.72,256.48,282.24,65.448,72.72,80.03999999999999
50300,"Nefrectomía de donante, (incluye preservación en frio) de donante cadavérico, unilateral o bilateral.",30,,7,447.6,480.90000000000003,529.2,76.356,84.83999999999999,93.38
50320,"Nefrectomía de donante, (incluye preservación en frio); abierta, de donante vivo, ",32.5,,7,484.9,520.975,573.3000000000001,76.356,84.83999999999999,93.38
50323,"Preparación estándar de injerto de donante renal cadavérico, previo a trasplante, incluye disección y remoción de grasa perinefritica, sugesiones diafragmáticas y retroperitoneales, escisión de glándula suprarrenal, y preparación de uréter (es), vena (s) renal (es), y arteria (s) renal (es), con ligadura de las ramas que sean necesarias.",28,,0,417.76,448.84000000000003,493.92,0.0,0.0,0.0
,,,,,0.0,0.0,0.0,0.0,0.0,0.0
50325,"Preparación estándar de injerto de donante renal vivo (abierta o laparoscópica), previo a trasplante, incluye disección y remoción de grasa perinefritica, preparación de uréter (es), vena (s) renal (es), y arteria (s) renal (es), ligadura de las ramas que sean necesarias.",30,,0,447.6,480.90000000000003,529.2,0.0,0.0,0.0
,,,,,0.0,0.0,0.0,0.0,0.0,0.0
50327,"Reconstrucción de injerto renal de donante vivo o cadavérico, previo al trasplante, cada anastomosis venosa.",3.4,,0,50.728,54.502,59.976,0.0,0.0,0.0
50328,"Reconstrucción de injerto renal de donante vivo o cadavérico, previo al trasplante; cada anastomosis arterial",3,,0,44.76,48.09,52.92,0.0,0.0,0.0
50329,"Reconstrucción de injerto renal de donante vivo o cadavérico, previo al trasplante; cada anastomosis ureteral",2.8,,0,41.775999999999996,44.884,49.391999999999996,0.0,0.0,0.0
50340,Nefrectomía del receptor (procedimiento separado).,25,,7,373.0,400.75,441.0,76.356,84.83999999999999,93.38
50360,"Alotransplante renal, implantación de injerto, sin incluir nefrectomía del donante o receptor.",37.5,,10,559.5,601.125,661.5,109.08,121.19999999999999,133.4
50365,"Alotransplante renal, implantación de injerto; con nefrectomía del receptor.",50,,10,746.0,801.5,882.0,109.08,121.19999999999999,133.4
50370,Remoción del riñón trasplantado,20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50380,"Autotransplante renal, reimplantación de riñón.",37.5,,10,559.5,601.125,661.5,109.08,121.19999999999999,133.4
50382,"Remoción (mediante asa) y recolocación de stent ureteral permanente a través de  acceso percutáneo, incluido supervisión e interpretación radiológico",5.6,,6,83.55199999999999,89.768,98.78399999999999,65.448,72.72,80.03999999999999
50384,"Remoción (mediante asa) de stent ureteral mediante acceso percutáneo, incluido supervisión e interpretación radiológica",5.1,,6,76.092,81.753,89.964,65.448,72.72,80.03999999999999
50385,Remoción y cambio de stent ureteral vía transuretral sin el uso de cistoscopia incluye supervisión radiológica e interpretación,4.1,,6,61.172,65.723,72.324,65.448,72.72,80.03999999999999
50386,Remoción de stent ureteral vía transuretral sin el uso de cistoscopia incluye supervisión radiológica e interpretación,3.1,,6,46.252,49.693000000000005,54.684000000000005,65.448,72.72,80.03999999999999
50387,"Remoción y recolocación de stent ureteral transnefrico de acceso externo (stent externo/interno), que requiere guía fluoroscopica, incluido supervisión e interpretación radiológica",2,,6,29.84,32.06,35.28,65.448,72.72,80.03999999999999
50389,"Remoción de tubo de nefrostomia, que requiere fluoroscopia ",1.1,,6,16.412000000000003,17.633000000000003,19.404000000000003,65.448,72.72,80.03999999999999
50390,"Aspiración y/o inyección de quiste renal o de la pelvis con aguja, percutánea.",2.5,,6,37.3,40.075,44.1,65.448,72.72,80.03999999999999
50391,"Instilación (es) de agente terapéutico en la pelvis renal y/o uréter, a través de nefrostomia establecida, pielostomia o tubo de ureterostomia (ej.: agente anticarcinogenico o antifungico).",1.6,,5,23.872,25.648000000000003,28.224000000000004,54.54,60.599999999999994,66.7
50392,"Introducción de catéter en la pelvis para drenaje y/o inyección, percutánea.",3,,6,44.76,48.09,52.92,65.448,72.72,80.03999999999999
50393,Introducción de catéter o stent ureteral a través de la pelvis para drenaje y/o inyección percutáneo.,4,,6,59.68,64.12,70.56,65.448,72.72,80.03999999999999
50394,"Procedimiento de inyección para pielografia a través de tubo nefrostomia o pielostomia, o catéter ureteral.",0.3,,5,4.476,4.809,5.292,54.54,60.599999999999994,66.7
50395,"Introducción percutánea de guía dentro de la pelvis renal y/o uréter con dilatación para establecer un tracto para nefrostomia, percutánea.",5,,6,74.6,80.15,88.2,65.448,72.72,80.03999999999999
50396,"Estudios manométricos a través de tubo de nefrostomia o pielostomia, o catéter ureteral.",0.4,,5,5.968,6.412000000000001,7.056000000000001,54.54,60.599999999999994,66.7
50398,Cambio de tubo de nefrostomia o pielostomia.,0.6,,5,8.952,9.618,10.584,54.54,60.599999999999994,66.7
50400,"Pieloplastia, (pieloplastia foley y)con o sin plastia de uréter, nefropexia, nefrostomia, pielostomia, o intubación ureteral; simple",23.5,,7,350.62,376.70500000000004,414.54,76.356,84.83999999999999,93.38
50405,"Complicada (anomalía renal congénita reintervencion, riñón único, calycoplastia).",26,,7,387.92,416.78000000000003,458.64,76.356,84.83999999999999,93.38
50500,"Nefrorrafia, sutura de herida o lesión renal.",22,,7,328.24,352.66,388.08000000000004,76.356,84.83999999999999,93.38
50520,Cierre de fistula nefrocutanea o pielocutanea,22.5,,6,335.7,360.675,396.90000000000003,65.448,72.72,80.03999999999999
50525,"Cierre de fistula nefro-visceral (ej. Renocolica), incluyendo reparo de la víscera; vía abdominal.",24,,7,358.08,384.72,423.36,76.356,84.83999999999999,93.38
50526,"Cierre de fistula nefro-visceral (ej. Renocolica), incluyendo reparo de la víscera; vía de acceso torácica.",24,,12,358.08,384.72,423.36,130.896,145.44,160.07999999999998
50540,"Sinfisiotomia de riñón en herradura con o sin pieloplastia y/u otro procedimiento plástico, unilateral o bilateral (una operación)",27.5,,7,410.3,440.82500000000005,485.1,76.356,84.83999999999999,93.38
50541,"Laparoscopia quirúrgica, ablación de quistes renales.",23.4,,7,349.128,375.102,412.776,76.356,84.83999999999999,93.38
50542,Laparoscopia quirúrgica; ablación de lesión (es) tipo masa renal.,15.4,,7,229.768,246.86200000000002,271.656,76.356,84.83999999999999,93.38
50543,Laparoscopia quirúrgica; nefrectomía parcial,19.6,,7,292.432,314.18800000000005,345.744,76.356,84.83999999999999,93.38
50544,Laparoscopia quirúrgica; pieloplastia,30.6,,7,456.552,490.5180000000001,539.784,76.356,84.83999999999999,93.38
50545,"Laparoscopia quirúrgica; nefrectomía radical (incluye la remoción de la fascia de gerota y el tejido graso circundante, remoción de los ganglios linfáticos regionales y adrenalectomía).",23.9,,7,356.58799999999997,383.117,421.596,76.356,84.83999999999999,93.38
50546,"Laparoscopia quirúrgica; nefrectomía, incluye ureterectomia parcial.",27.3,,7,407.31600000000003,437.619,481.572,76.356,84.83999999999999,93.38
50547,Laparoscopia quirúrgica; nefrectomía del donante (incluye preservación en frio) de donante vivo.,42.3,,7,631.116,678.069,746.172,76.356,84.83999999999999,93.38
50548,Laparoscopia quirúrgica; nefrectomía con ureterectomia total.,31.2,,7,465.50399999999996,500.136,550.368,76.356,84.83999999999999,93.38
50549,Procedimientos laparoscópicos no listados del riñón.,CM (criterio medico)  ,,7,,,,76.356,84.83999999999999,93.38
50551,"Endoscopia renal a través de nefrostomia o pielostomia  establecidas, con o sin irrigación, instilación o ureteropielografia, excluye el servicio de radiología.",7,,5,104.44,112.21000000000001,123.48,54.54,60.599999999999994,66.7
50553,"Endoscopia renal a través de nefrostomia o pielostomia  establecidas; con cateterización ureteral, con o sin dilatación de uréter.",7.6,,5,113.392,121.828,134.064,54.54,60.599999999999994,66.7
50555,Endoscopia renal a través de nefrostomia o pielostomia  establecidas; con biopsia.,7.8,,5,116.37599999999999,125.034,137.592,54.54,60.599999999999994,66.7
50557,"Endoscopia renal a través de nefrostomia o pielostomia  establecidas; con fulguración y/o incisión, con o sin biopsia.",7.2,,5,107.424,115.41600000000001,127.00800000000001,54.54,60.599999999999994,66.7
50561,Endoscopia renal a través de nefrostomía o pielostomia  establecidas; con remoción de cuerpo extraño o cálculo.,9.1,,5,135.772,145.873,160.524,54.54,60.599999999999994,66.7
50562,Endoscopia renal a través de nefrostomia o pielostomia  establecidas; con resección de tumor.,8.4,,7,125.328,134.65200000000002,148.17600000000002,76.356,84.83999999999999,93.38
50570,"Endoscopia renal a través de nefrotomia o pielotomia, con o sin irrigación, instilación o ureteropielografia, excluye de servicio radiológico.",11.7,,6,174.564,187.551,206.388,65.448,72.72,80.03999999999999
50572,"Endoscopia renal a través de nefrotomia o pielotomia; con cateterización de uréter, con o sin dilatación de uréter.",12.7,,6,189.48399999999998,203.581,224.028,65.448,72.72,80.03999999999999
50574,Endoscopia renal a través de nefrotomia o pielotomia; con biopsia.,13.7,,6,204.404,219.611,241.668,65.448,72.72,80.03999999999999
50575,"Endoscopia renal a través de nefrotomia o pielotomia; con endopielotomia (incluye cistoscopia, ureteroscopia,  dilatación de uréter y unión pélvico ureteral, incisión de unión  pélvico ureteral e inserción de stent de endopielotomia).",14.7,,6,219.32399999999998,235.641,259.308,65.448,72.72,80.03999999999999
50576,"Endoscopia renal a través de nefrotomia o pielotomia; con fulguración y/o incisión, con o sin biopsia.",13.6,,6,202.912,218.008,239.904,65.448,72.72,80.03999999999999
50580,Endoscopia renal a través de nefrotomia o pielotomia; con remoción de cuerpo extraño o cálculo.,14.7,,6,219.32399999999998,235.641,259.308,65.448,72.72,80.03999999999999
50592,"Ablación de uno o más tumores renales, percutáneo, unilateral por radio frecuencia",7.4,,6,110.408,118.62200000000001,130.536,65.448,72.72,80.03999999999999
50593,"Ablación de uno o más tumores renales, percutáneo, unilateral por crioterapia ",8,,6,119.36,128.24,141.12,65.448,72.72,80.03999999999999
50600,Ureterotomia con exploración o drenaje (procedimientos separados),18.5,,7,276.02,296.555,326.34000000000003,76.356,84.83999999999999,93.38
50605,"Ureterotomia para inserción de stent, todos los tipos.",18.5,,7,276.02,296.555,326.34000000000003,76.356,84.83999999999999,93.38
50610,Ureterolitotomia; tercio superior,19.6,,7,292.432,314.18800000000005,345.744,76.356,84.83999999999999,93.38
50620,Ureterolitotomia; tercio medio,18.5,,6,276.02,296.555,326.34000000000003,65.448,72.72,80.03999999999999
50630,Ureterolitotomia; tercio inferior.,20,,6,298.4,320.6,352.8,65.448,72.72,80.03999999999999
50650,"Ureterectomia, con seguimiento vesical (procedimiento separado).",20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50660,"Ureterectomia, total, uréter ectópico combinación de vía de acceso abdominal vaginal y/o perineal.",28,,7,417.76,448.84000000000003,493.92,76.356,84.83999999999999,93.38
50684,Procedimiento de inyección para ureterografia o ureteropielografia a través de ureterostomia o catéter ureteral.,0.4,,5,5.968,6.412000000000001,7.056000000000001,54.54,60.599999999999994,66.7
50686,Estudios manométricos a través de ureterostomia o catéter ureteral.,0.5,,5,7.46,8.015,8.82,54.54,60.599999999999994,66.7
50688,Cambio de tubo de ureterostomia.,1.3,,6,19.396,20.839000000000002,22.932000000000002,65.448,72.72,80.03999999999999
50690,"Procedimiento de inyección para visualización del conducto ileal y/o ureteropielografia, exclusivo de servicio de radiología.",0.5,,4,7.46,8.015,8.82,43.632,48.48,53.36
50700,"Ureteroplastia, ej. : Estrechez.",20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50715,"Ureterolisis, con o sin reubicación del uréter por fibrosis retroperitoneal.",18,,7,268.56,288.54,317.52,76.356,84.83999999999999,93.38
50722,Ureterolisis por síndrome de la vena ovárica.,14,,6,208.88,224.42000000000002,246.96,65.448,72.72,80.03999999999999
50725,"Ureterolisis por uréter retrocavo, con reanastomosis del tracto urinario superior o de la vena cava.",25,,7,373.0,400.75,441.0,76.356,84.83999999999999,93.38
50727,Revisión de  anastomosis urinario-cutánea (cualquier tipo de urostomia),14.1,,6,210.37199999999999,226.023,248.724,65.448,72.72,80.03999999999999
50728,Revisión de  anastomosis urinario-cutánea (cualquier tipo de urostomia); con reparación de defecto fascial y hernia.,16.1,,6,240.21200000000002,258.083,284.004,65.448,72.72,80.03999999999999
50740,"Ureteropielostomia, anastomosis de uréter y pelvis renal.",22,,7,328.24,352.66,388.08000000000004,76.356,84.83999999999999,93.38
50750,"Ureterocalicostomia, anastomosis de  uréter a cáliz renal.",25,,7,373.0,400.75,441.0,76.356,84.83999999999999,93.38
50760,Ureteroureterostomia,23,,6,343.16,368.69000000000005,405.72,65.448,72.72,80.03999999999999
50770,"Transureteroureterostomia, anastomosis de uréter a uréter contralateral.",24.5,,7,365.54,392.735,432.18,76.356,84.83999999999999,93.38
50780,"Ureteroneocistostomia, anastomosis de uréter único a vejiga.",22.3,,6,332.716,357.46900000000005,393.372,65.448,72.72,80.03999999999999
50782,Anastomosis de los dos uréteres vejiga.,26.4,,6,393.888,423.192,465.69599999999997,65.448,72.72,80.03999999999999
50783,Anastomosis de los dos uréteres vejiga; con tallado ureteral extenso.,27.7,,6,413.284,444.031,488.628,65.448,72.72,80.03999999999999
50785,Anastomosis de los dos uréteres vejiga; con ligadura psoas-vesical o flap vesical.,24.5,,6,365.54,392.735,432.18,65.448,72.72,80.03999999999999
50800,"Ureteroenterostomia, anastomosis directa de uréter a intestino.",22.3,,6,332.716,357.46900000000005,393.372,65.448,72.72,80.03999999999999
50810,Ureterosigmoidostomia; con creación de neovejiga con sigmoide además de colostomía abdominal o perineal incluyendo anastomosis del intestino.,31.5,,6,469.98,504.94500000000005,555.66,65.448,72.72,80.03999999999999
50815,"Ureterocolon, con anastomosis de intestino.",28.5,,6,425.21999999999997,456.855,502.74,65.448,72.72,80.03999999999999
50820,"Operación de bricker, conducto uretroileal (vejiga ileal), incluye anastomosis intestinal.",29,,6,432.68,464.87,511.56,65.448,72.72,80.03999999999999
50825,"Continente diverso, incluye anastomosis usando cualquier segmento de intestino delgado o grueso (kock pouch o camey entercistoplastia.",40,,6,596.8,641.2,705.6,65.448,72.72,80.03999999999999
50830,"Reversión derivación urinaria (bajada de  conducto ureteroileal, ureterosigmoideostomia o ureteroenterostomia con ureteroureterostomia o ureteroneocistostomia.)",50,,6,746.0,801.5,882.0,65.448,72.72,80.03999999999999
50840,"Reemplazo de todo o parte de uréter por segmento de intestino, incluyendo la anastomosis intestinal.",29,,7,432.68,464.87,511.56,76.356,84.83999999999999,93.38
50845,Apendice-vesicostomia cutánea.,29,,6,432.68,464.87,511.56,65.448,72.72,80.03999999999999
50860,Ureterostomia cutánea.,18.1,,7,270.052,290.14300000000003,319.28400000000005,76.356,84.83999999999999,93.38
50900,"Ureterorrafia, sutura de uréter (procedimiento separado).",20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50920,Cierre de fistula ureterocutanea.,20,,7,298.4,320.6,352.8,76.356,84.83999999999999,93.38
50930,Cierre de fistula uretero – visceral (incluye reparo visceral).,23,,6,343.16,368.69000000000005,405.72,65.448,72.72,80.03999999999999
50940,Liberación de ligadura de uréter.,13,,6,193.96,208.39000000000001,229.32,65.448,72.72,80.03999999999999
50945,Laparoscopia quirúrgica; ureterolitotomia.,25.4,,6,378.96799999999996,407.162,448.056,65.448,72.72,80.03999999999999
50947,Ureteroneocistostomia con cistoscopia y colocación de stent ureteral.,25.7,,6,383.44399999999996,411.971,453.348,65.448,72.72,80.03999999999999
50948,Ureteroneocistostomia sin cistoscopia y colocación de stent ureteral.,23.5,,6,350.62,376.70500000000004,414.54,65.448,72.72,80.03999999999999
50949,Procedimientos laparoscópicos no listados de uréter.,0,,6,0.0,0.0,0.0,65.448,72.72,80.03999999999999
50951,"Endoscopia ureteral a través de ureterostomia establecida con o sin irrigación, instilación o ureteropielografia, exclusivo para servicio radiológico.",2.2,,5,32.824000000000005,35.266000000000005,38.80800000000001,54.54,60.599999999999994,66.7
50953,"Endoscopia ureteral a través de ureterostomia establecida con o sin irrigación, instilación o ureteropielografia, exclusivo para servicio radiológico; con cateterización ureteral, con o sin dilatación de uréter.",2.5,,5,37.3,40.075,44.1,54.54,60.599999999999994,66.7
50955,Con biopsia.,2.5,,5,37.3,40.075,44.1,54.54,60.599999999999994,66.7
50957,"Endoscopia ureteral a través de ureterostomia establecida con o sin irrigación, instilación o ureteropielografia, exclusivo para servicio radiológico; con fulguración y/o incisión con o sin biopsia.",2.6,,5,38.792,41.678000000000004,45.864000000000004,54.54,60.599999999999994,66.7
50961,"Endoscopia ureteral a través de ureterostomia establecida con o sin irrigación, instilación o ureteropielografia, exclusivo para servicio radiológico; con remoción de cuerpo extraño o cálculo.",2.6,,5,38.792,41.678000000000004,45.864000000000004,54.54,60.599999999999994,66.7
50970,"Endoscopia ureteral a través de ureterotomia con o sin irrigación, instilación o uriteropielografia, exclusivo para uso radiológico.",2.3,,6,34.315999999999995,36.869,40.571999999999996,65.448,72.72,80.03999999999999
50972,"Endoscopia ureteral a través de ureterostomia establecida con o sin irrigación, instilación o ureteropielografia, exclusivo para servicio radiológico; con cateterización ureteral, con o sin dilatación de uréter.",2.6,,6,38.792,41.678000000000004,45.864000000000004,65.448,72.72,80.03999999999999
